Visit Number ,Positive culture,sex,Age ,BW,Color,Clarity ,USG,ph,Protein,Glucose,Ketones,Bilirubin,Hemoprotein,Lipid Layer,WBC,RBC
99CB,1,4,14.8,3.4,Yellow,Cloudy,1.038,8,25,0,0,0,0,Floc,2,0
192CB,0,2,4.8,,Straw,SLHazy,1.012,6,25,0,0,0,25,Pos,1,0
277CB,0,2,11.8,3.6,Straw,Clear,1.01,7,0,0,0,0,0,Negative,0,2
347CB,0,4,14.1,4.8,Straw,Hazy,1.013,6,0,0,0,0,25,Pos,1,5
390CB,0,2,12,7,Amber,Cloudy,1.017,8,150,50,0,6,250,Negative,100,100
471CB,0,2,13.3,4.8,Straw,Clear,1.014,6,0,0,0,0,0,Negative,0,0
490CB,0,2,9.1,6.8,Yellow,Hazy,1.042,8,25,0,0,0,0,Negative,0,0
741CB,0,4,13.8,4.5,Straw,SLHazy,1.009,6,75,0,0,0,250,Negative,24,18
850CB,0,4,6,4.5,Amber,Clear,1.013,7,0,0,0,6,0,Negative,0,0
850CB,0,4,6,4.5,Amber,Clear,1.021,7,25,100,0,6,0,Negative,0,0
854CB,1,4,18,4.3,Red,Hazy,1.013,6,150,0,0,0,250,Negative,2,100
65050EM,0,2,8.9,5.2,Red,Cloudy,1.021,6,150,0,0,0,250,Negative,5,100
65050EM,0,2,8.9,5.2,Red,Cloudy,1.021,6,150,0,0,0,250,Negative,5,100
1020CB,0,2,10.9,3.8,Straw,SLHazy,1.01,7,0,100,0,0,25,Pos,0,8
1020CB,1,2,10.9,3.8,Straw,SLHazy,1.01,7,0,100,0,0,25,Pos,0,8
1052CB,1,2,7.9,6.3,Yellow,SLHazy,1.024,7,0,0,0,0,150,Pos,0,50
1096CB,0,4,7.6,,Amber,Opaque,1.037,5,150,100,0,3,250,Pos,0,100
1115CB,0,2,15.8,4.5,Yellow,Hazy,1.012,6,25,0,0,0,250,Pos,0,100
1265CB,0,4,10.9,3.7,Yellow,Cloudy,1.062,7,25,0,0,0,0,Floc,0,0
1271CB,0,4,13,7.4,Yellow,Hazy,1.023,6,75,0,0,0,150,Pos,1,5
1291CB,0,2,0,4.3,Straw,SLHazy,1.012,6,0,0,0,0,0,Negative,5,0
1313CB,0,2,14.6,4.2,Straw,Clear,1.013,6,0,0,0,0,25,Negative,0,5
1577CB,0,4,13.1,3.2,Colorless,Hazy,1.01,6,25,0,0,0,50,Negative,1,5
65099EM,0,2,16.7,4.4,Yellow,Cloudy,1.034,6,25,0,0,0,25,Floc,1,2
1625CB,0,4,7.9,3.4,Yellow,Cloudy,1.047,8,0,0,0,0,150,Floc,1,100
1880CB,0,2,7.8,4.8,Yellow,Cloudy,1.019,7,75,0,0,0,10,Pos,0,1
2015CB,0,2,14.9,4.3,Yellow,Hazy,1.027,6,25,0,0,0,250,Pos,0,100
65113EM,0,2,1.5,5,Yellow,SLHazy,1.032,7,25,0,0,0,0,Pos,0,0
2208CB,0,4,15.9,4.3,Straw,Clear,1.013,7,0,0,0,0,150,Negative,5,50
65132EM,0,2,7.9,6.4,Straw,Clear,1.01,7,0,0,0,0,0,Negative,0,0
65132EM,0,2,7.9,6.4,Straw,Clear,1.01,7,0,0,0,0,0,Negative,0,0
2503CB,0,2,6.9,2.3,Yellow,Hazy,1.034,6,75,0,0,1,250,Pos,2,50
2566CB,0,2,12.8,5.2,Yellow,SLHazy,1.012,7,0,0,0,0,250,Pos,1,100
2896CB,0,2,19.3,3.8,Red,Cloudy,1.013,6,75,0,0,0,250,Negative,2,100
65197EM,0,4,10.9,5.3,Yellow,Clear,1.045,6,25,0,0,0,0,Pos,2,2
3026CB,0,2,18,,Straw,SLHazy,1.014,6,0,0,0,0,50,Pos,0,12
3128CB,0,2,6.5,4.2,Straw,Clear,1.014,5,25,0,0,0,250,Negative,5,50
3206CB,0,2,6.9,5.6,Straw,Clear,1.012,7,0,0,0,0,0,Negative,1,1
3329CB,0,4,14.9,4.7,Yellow,Hazy,1.01,8,75,0,0,0,250,Pos,0,100
3427CB,0,2,1.9,,Yellow,Hazy,1.049,7,150,0,0,0,250,Negative,18,100
3531CB,0,4,0,4.2,Yellow,Hazy,1.056,7,25,0,0,0,250,Pos,8,100
3564CB,0,4,16.9,4.8,Yellow,Clear,1.016,5,25,0,0,0,10,Negative,1,0
3579CB,1,4,11.9,4,Yellow,Cloudy,1.057,7,150,0,0,3,250,Pos,0,50
3681CB,0,4,16.8,4.5,Colorless,Hazy,1.008,7,0,300,0,0,250,Negative,0,100
3801CB,1,4,0,3.7,Straw,Hazy,1.013,5,25,0,0,0,10,Pos,50,2
3849CB,0,2,14,6.2,Yellow,Hazy,1.037,7,25,0,0,0,25,Pos,0,8
65251EM,0,2,0,7.9,Yellow,Hazy,1.038,6,150,0,0,0,250,Pos,18,100
4041CB,0,2,14.1,4.3,Yellow,Hazy,1.023,6,0,0,0,0,50,Pos,1,24
4158CB,0,4,0,4.5,Colorless,Hazy,1.009,7,75,50,0,0,250,Negative,5,100
4340CB,0,4,13.2,3.3,Straw,Clear,1.009,5,25,0,0,0,150,Negative,0,8
4340CB,0,4,13.2,3.3,Straw,Clear,1.009,5,25,0,0,0,150,Negative,0,8
4432CB,0,2,2.9,5.2,Yellow,Hazy,1.07,7,75,1000,0,0,250,Pos,5,100
4631CB,1,4,11,3.2,Yellow,Hazy,1.042,7,75,0,0,0,250,Pos,12,100
65289EM,0,2,10,7.4,Yellow,Hazy,1.055,7,75,50,0,0,50,Pos,1,5
4751CB,0,1,0,7.7,Other;LIGHT BROWN,Cloudy,1.037,5,75,0,0,0,250,Pos,5,100
4776CB,0,2,0,4.5,Yellow,SLHazy,1.013,7,150,0,0,0,250,Pos,1,100
4962CB,1,4,14.2,5,Straw,Cloudy,1.017,8,0,0,0,0,10,Negative,50,5
5109CB,1,2,9.8,10.5,Straw,Hazy,1.01,6,75,0,0,0,250,Negative,8,50
5109CB,0,2,9.8,10.5,Straw,Hazy,1.01,6,75,0,0,0,250,Negative,8,50
65327EM,1,4,14.1,3.2,Straw,Hazy,1.01,6,75,0,0,0,250,Negative,100,0
5335CB,0,2,14,10,Straw,SLHazy,1.032,7,0,1000,0,0,0,Pos,0,0
408182M,0,4,17.7,,Straw,Clear,1.014,5,0,0,0,0,0,Negative,0,2
5705CB,1,4,0,3.6,Yellow,Hazy,1.023,7,25,0,0,0,50,Negative,8,18
5742CB,1,4,0,5.7,Straw,Clear,1.018,6,0,0,0,0,0,Negative,5,0
65356EM,0,2,8,5.3,Colorless,Clear,1.008,7,0,0,0,0,50,Negative,1,5
65359EM,0,2,3,4.4,Red,Opaque,1.02,7,150,0,0,0,250,Negative,1,100
65371EM,0,2,14.9,,Straw,Clear,1.015,7,25,0,0,0,50,Pos,5,50
5882CB,0,2,21,3.5,Yellow,Hazy,1.014,5,0,0,0,0,250,Pos,5,50
5884CB,0,2,5,6.3,Yellow,Hazy,1.022,7,25,0,0,0,25,Pos,0,2
5940CB,0,2,8,7.4,Yellow,Cloudy,1.066,6,75,1000,50,3,25,Pos,5,5
65394EM,0,4,16.8,4.5,Yellow,Hazy,1.016,5,0,0,0,0,10,Pos,0,5
6163CB,0,4,19,4.2,Straw,SLHazy,1.009,5,150,0,0,0,10,Negative,5,1
6362CB,0,2,0.3,1.9,Yellow,Clear,1.052,6,0,0,0,0,0,Negative,0,0
6506CB,1,4,0,4.4,Colorless,Cloudy,1.009,6,75,300,0,0,250,Negative,50,50
6552CB,0,4,14.1,3.5,Straw,Clear,1.01,6,0,0,0,0,150,Negative,8,2
6584CB,0,4,11.5,3.2,Straw,Clear,1.011,7,0,0,0,0,0,Negative,0,0
408937M,0,2,11,,Straw,Clear,1.014,7,0,0,0,0,25,Negative,2,12
6693CB,0,2,4.5,9.1,Red,Cloudy,1.013,7,150,50,0,0,250,Negative,8,100
6812CB,0,2,0,4.8,Straw,Hazy,1.014,6,25,0,0,0,250,Negative,2,100
6911CB,0,2,0,3,Brown,Opaque,1.049,7,150,0,0,3,250,Negative,12,100
6943CB,0,2,3,4.7,Yellow,Hazy,1.033,8,0,0,0,0,0,Negative,0,0
6977CB,1,4,4,3.9,Straw,Hazy,1.017,6,0,0,0,0,10,Negative,12,5
7063CB,0,2,15,3.9,Yellow,SLHazy,1.018,6,75,0,0,0,50,Negative,1,2
7092CB,0,4,20,4.6,Straw,Hazy,1.032,7,75,50,0,0,250,Pos,2,100
7296CB,0,4,5,5.5,Yellow,Hazy,1.047,6,75,0,0,0,250,Pos,5,100
7301CB,0,2,5,7.6,Red,Opaque,1.02,7,500,0,0,0,250,Negative,50,100
7367CB,0,2,3.4,5.8,Amber,Opaque,1.04,7,150,0,0,0,250,Pos,2,100
7495CB,0,3,0,2.9,Yellow,Hazy,1.039,6,75,50,0,1,25,Pos,0,8
7551CB,0,2,0,4.5,Straw,Hazy,1.017,7,0,0,0,0,0,Pos,0,2
7586CB,0,2,11,5.8,Yellow,Hazy,1.03,7,25,0,0,0,250,Pos,5,100
7632CB,0,2,10,6.7,Yellow,Cloudy,1.052,6,25,0,0,0,0,Floc,0,0
7697CB,0,2,10,3.9,Yellow,Hazy,1.04,7,150,0,0,3,50,Pos,1,18
7895CB,0,2,0,3.5,Straw,SLHazy,1.015,6,0,0,0,0,10,Pos,0,2
8012CB,0,2,16.1,5.7,Straw,Cloudy,1.016,6,75,0,0,0,250,Negative,2,100
8133CB,0,2,6,4.4,Amber,Hazy,1.035,6,75,0,0,3,150,Floc,0,0
8199CB,0,2,1.3,3.7,Straw,Hazy,1.02,6,25,100,0,0,250,Pos,12,100
8229CB,1,2,0,3,Yellow,Hazy,1.029,6,25,0,0,0,50,Floc,2,12
8294CB,0,4,0,2.5,Colorless,Clear,1.007,5,0,0,0,0,150,Negative,0,12
8346CB,0,4,0,6.8,Yellow,Hazy,1.052,5,25,0,0,0,25,Floc,0,2
8430CB,0,2,14,4.2,Yellow,Hazy,1.026,6,25,0,0,0,0,Pos,0,1
8307CB,0,4,11.1,5.5,Straw,SLHazy,1.021,8,0,300,0,0,0,Negative,0,1
8558CB,0,4,0,6.6,Yellow,Cloudy,1.047,7,25,0,0,0,10,Floc,0,2
8610CB,0,4,0,6.1,Yellow,Hazy,1.062,6,0,0,0,0,0,Floc,0,0
8621CB,1,4,0,3.2,Straw,Hazy,1.01,5,75,0,0,0,250,Negative,12,0
8704CB,0,2,0,5.9,Yellow,Hazy,1.026,7,0,0,0,0,0,Pos,0,0
65539EM,0,2,0,4.3,Straw,Hazy,1.016,5,25,0,0,0,250,Pos,2,100
8866CB,0,2,0,11.5,Yellow,SLHazy,1.052,7,25,0,0,0,50,Pos,0,50
8953CB,0,4,21.8,3.1,Red,Hazy,1.014,5,150,0,0,0,250,Pos,2,100
9173CB,0,2,0,9.5,Colorless,Clear,1.028,7,0,1000,0,0,10,Negative,0,8
9181CB,0,2,12.1,4.2,Yellow,Cloudy,1.025,5,75,0,0,0,25,Negative,0,2
9242CB,0,2,11.1,4.8,Colorless,Clear,1.008,6,75,0,0,0,25,Negative,5,2
65574EM,0,4,10.1,3.2,Amber,Hazy,1.048,6,75,0,0,6,50,Pos,0,5
9341CB,0,2,0,,Yellow,Cloudy,1.034,9,75,0,0,0,250,Pos,12,100
9451CB,1,2,14.8,3.6,Yellow,Cloudy,1.025,6,25,0,0,0,250,Pos,100,100
9649CB,0,1,0,3,Yellow,Hazy,1.025,6,25,0,0,0,0,Negative,0,0
9661CB,0,4,0,3.4,Yellow,Hazy,1.044,6,25,0,0,0,0,Negative,0,0
9776CB,0,4,14.1,,Yellow,SLHazy,1.045,7,25,0,0,0,0,Pos,5,0
130CC,0,4,0,4.1,Red,Clear,1.016,6,150,0,0,0,250,Negative,2,2
208CC,1,4,0,4.3,Straw,Hazy,1.03,7,75,0,0,0,0,Pos,0,0
297CC,0,2,0,8.9,Yellow,Clear,1.048,7,25,0,0,0,0,Negative,0,1
301CC,0,4,0,4,Yellow,Cloudy,1.034,7,75,0,0,0,250,Pos,2,100
322CC,0,2,0,7,Other;PINK,Opaque,1.012,7,500,100,0,0,250,Negative,0,100
322CC,0,2,0,7,Red,Cloudy,1.014,7,150,0,0,0,250,Negative,1,100
322CC,0,2,0,7,Other;PINK,Opaque,1.012,7,500,100,0,0,250,Negative,0,100
322CC,0,2,0,7,Red,Cloudy,1.014,7,150,0,0,0,250,Negative,1,100
352CC,0,2,0,7.5,Straw,SLHazy,1.012,5,0,0,0,0,250,Pos,0,12
354CC,1,2,0,4,Straw,Clear,1.013,5,0,0,0,0,0,Pos,0,1
447CC,0,2,15.1,5.4,Straw,Hazy,1.011,5,0,0,0,0,250,Pos,2,100
557CC,0,2,13.1,4,Straw,Clear,1.015,7,25,0,0,0,250,Negative,0,18
881CC,1,2,12.1,5.9,Yellow,Hazy,1.025,6,25,0,0,0,50,Pos,8,12
881CC,0,2,12.1,5.9,Yellow,Hazy,1.025,6,25,0,0,0,50,Pos,8,12
1039CC,0,2,0,5.7,Straw,SLHazy,1.017,6,75,1000,50,0,25,Pos,0,2
1085CC,0,4,0,3.9,Straw,SLHazy,1.014,5,25,0,0,0,0,Pos,2,0
1105CC,0,4,17,4.2,Yellow,Cloudy,1.041,6,75,0,0,3,250,Pos,1,100
1302CC,0,4,0,5.6,Yellow,Hazy,1.035,6,25,0,0,0,0,Negative,0,0
1519CC,0,2,0,6,Straw,Cloudy,1.015,6,25,0,0,0,250,Negative,2,100
1884CC,0,4,0,4,Straw,SLHazy,1.013,7,0,0,0,0,25,Pos,1,5
2038CC,0,2,16.4,4.1,Red,Opaque,1.037,7,150,0,5,0,250,Pos,5,100
2062CC,0,2,0,3.2,Straw,Hazy,1.01,6,0,0,0,0,250,Negative,5,100
2184CC,0,2,0,5.2,Straw,Hazy,1.013,5,75,0,0,0,250,Pos,8,100
65713EM,0,4,0,3.7,Yellow,SLHazy,1.011,8,0,0,0,0,0,Pos,0,1
2256CC,0,2,0,3.2,Yellow,SLHazy,1.016,5,75,1000,15,0,25,Pos,0,5
2295CC,0,4,0,4.6,Straw,SLHazy,1.015,6,75,0,0,0,10,Negative,2,0
2398CC,1,4,0,3.2,Yellow,Cloudy,1.017,7,150,0,0,0,250,Pos,100,100
65732EM,1,2,0,4.8,Straw,Hazy,1.016,7,0,0,0,0,25,Negative,1,5
2864CC,0,4,0,3.8,Straw,Hazy,1.011,7,0,0,0,0,250,Negative,0,100
2909CC,0,4,0,6.4,Amber,Cloudy,1.022,5,75,0,0,0,250,Pos,2,100
2915CC,0,2,0,7.7,Straw,Clear,1.036,6,150,1000,0,0,25,Negative,1,5
3246CC,0,4,0,4.8,Straw,Hazy,1.015,6,0,0,0,0,50,Negative,0,50
3319CC,0,2,0,4.8,Red,Opaque,1.013,6,150,0,0,0,250,Pos,2,100
3356CC,0,2,0,6.8,Straw,Hazy,1.015,6,75,100,0,0,25,Pos,0,2
3574CC,0,2,0,4.8,Straw,SLHazy,1.013,6,75,0,0,0,250,Pos,0,50
3614CC,0,2,0,3.3,Other;PINK,Hazy,1.014,5,75,0,0,0,250,Pos,2,100
3761CC,0,2,19.5,3.5,Yellow,Hazy,1.014,7,0,0,0,0,10,Negative,2,100
3849CC,0,4,0,4.1,Yellow,Clear,1.018,5,0,0,0,0,50,Negative,1,2
3875CC,0,2,0,6.2,Red,Opaque,1.043,7,500,0,0,0,250,Negative,5,100
3900CC,1,2,0,4.6,Yellow,Cloudy,1.027,6,500,0,0,0,250,Negative,12,100
4140CC,0,4,0,4.2,Yellow,Hazy,1.034,7,0,1000,0,0,0,Pos,0,0
4492CC,0,4,14.2,3.1,Straw,Clear,1.014,5,0,0,0,0,0,Negative,0,0
4677CC,1,2,2.3,6.1,Red,Opaque,1.037,7,150,0,0,0,250,Negative,24,100
4838CC,0,4,10.4,6.6,Yellow,Hazy,1.053,7,75,0,0,0,250,Pos,2,24
5227CC,0,4,16.2,4.1,Yellow,SLHazy,1.03,6,25,0,0,0,0,Pos,2,2
5250CC,0,2,6.2,5.5,Yellow,Hazy,1.042,6,25,0,0,0,10,Pos,0,5
5251CC,0,2,1,5.3,Yellow,SLHazy,1.047,7,0,0,0,0,0,Pos,0,0
5272CC,0,4,13.2,3.7,Yellow,Hazy,1.021,6,25,0,0,0,0,Pos,0,0
5288CC,0,2,14.7,5.6,Straw,Cloudy,1.013,6,25,0,0,0,250,Negative,8,100
5385CC,1,4,14.1,,Amber,Opaque,1.026,7,150,0,0,0,250,Pos,18,100
5387CC,0,2,13.2,7.1,Straw,Hazy,1.015,5,25,0,0,0,50,Pos,0,12
5393CC,0,2,14.2,4.9,Yellow,SLHazy,1.016,5,75,1000,5,0,250,Pos,1,8
5428CC,0,4,12.2,4.5,Yellow,Clear,1.015,6,25,0,0,0,250,Negative,2,12
65880EM,0,2,1.3,3.6,Yellow,Cloudy,1.045,7,150,0,0,0,250,Negative,0,100
5683CC,0,4,16.2,4.5,Straw,SLHazy,1.014,6,25,0,0,0,250,Pos,2,50
5690CC,0,4,3.2,4.2,Yellow,SLHazy,1.024,6,75,0,0,0,50,Negative,5,8
6027CC,0,4,13.2,2.4,Amber,Hazy,1.043,7,25,0,0,3,0,Floc,0,0
6083CC,0,2,12.3,3.4,Straw,Hazy,1.009,8,25,0,0,0,250,Pos,0,0
6158CC,0,4,8.6,,Yellow,Cloudy,1.029,6,75,0,0,0,250,Pos,5,18
6254CC,0,4,14.8,2.2,Yellow,Hazy,1.043,6,75,0,0,0,10,Pos,5,0
65909EM,0,2,8.3,5,Yellow,Hazy,1.015,6,25,0,0,0,250,Pos,0,100
6307CC,0,4,14.3,3.6,Yellow,SLHazy,1.012,5,0,0,0,0,10,Pos,1,5
6456CC,0,2,7.3,6.7,Amber,Cloudy,1.036,7,150,0,0,3,250,Pos,5,100
6585CC,0,4,0.9,4.1,Yellow,Hazy,1.05,7,25,0,0,0,0,Pos,0,0
6616CC,0,2,9.3,7.9,Red,Opaque,1.018,7,150,100,0,0,250,Negative,5,100
6616CC,1,2,9.3,7.9,Red,Opaque,1.018,7,150,100,0,0,250,Negative,5,100
6822CC,0,4,2.3,4.8,Yellow,Hazy,1.046,7,25,0,0,0,0,Pos,0,0
6933CC,0,4,17.3,3.5,Straw,Clear,1.011,7,25,100,0,0,0,Negative,2,2
6946CC,1,2,14.9,4.8,Yellow,Hazy,1.025,7,25,0,0,0,25,Negative,1,2
6983CC,0,2,0,4,Straw,Clear,1.01,6,500,0,0,0,50,Pos,1,5
6992CC,0,2,20.9,3.5,Yellow,Clear,1.008,6,25,50,0,0,25,Negative,1,2
7231CC,0,4,17.3,2.9,Yellow,Clear,1.015,5,0,0,0,0,0,Negative,0,0
7262CC,0,2,15.3,5.7,Straw,SLHazy,1.009,7,0,0,0,0,0,Pos,0,2
7312CC,0,4,8.3,3.1,Straw,Clear,1.009,5,25,0,0,0,0,Negative,0,0
7398CC,0,2,15.3,3.1,Yellow,Hazy,1.017,5,25,0,0,0,250,Pos,2,100
7466CC,0,4,12.3,3.3,Yellow,Hazy,1.043,7,25,0,0,0,0,Floc,0,0
7540CC,1,4,18.3,4.2,Straw,Cloudy,1.019,6,150,0,0,0,250,Negative,100,100
7640CC,1,2,10.1,6.7,Straw,Hazy,1.009,5,75,100,0,0,50,Negative,100,100
7654CC,0,2,10.3,,Yellow,SLHazy,1.031,7,25,0,0,0,250,Pos,2,100
7735CC,0,4,7.9,3.1,Yellow,Clear,1.022,6,25,0,0,0,0,Negative,1,0
7857CC,0,4,16.3,5.2,Straw,Hazy,1.013,6,25,0,0,0,10,Pos,0,1
7896CC,0,1,18,2.7,Straw,Clear,1.011,5,0,0,0,0,0,Negative,0,0
8003CC,0,4,5.3,5.1,Yellow,SLHazy,1.057,7,25,0,0,0,10,Floc,0,0
8160CC,0,4,5.3,2.1,Yellow,SLHazy,1.01,7,25,0,0,0,250,Negative,1,100
8194CC,0,4,13.6,4.2,Straw,SLHazy,1.014,5,0,0,0,0,250,Pos,0,24
8301CC,0,4,14.1,6.8,Yellow,Clear,1.05,6,75,1000,0,0,0,Negative,1,2
8427CC,0,2,10.3,4.6,Red,Cloudy,1.02,6,150,0,0,0,250,Negative,5,100
8515CC,0,2,19.6,3.8,Red,Cloudy,1.011,6,75,0,0,0,250,Negative,2,100
8570CC,0,2,16.6,4,Yellow,Clear,1.017,5,25,0,0,0,150,Negative,5,50
8584CC,0,2,17,5.2,Yellow,Cloudy,1.02,7,75,0,0,0,250,Floc,5,100
8749CC,0,4,8.8,4.9,Straw,SLHazy,1.012,5,25,0,0,0,250,Negative,1,100
66067EM,0,2,16,4,Yellow,SLHazy,1.013,6,75,0,0,0,250,Pos,5,8
9445CC,0,4,4.1,3.7,Yellow,Hazy,1.064,6,25,0,0,0,0,Floc,0,0
9515CC,0,2,7.3,6.2,Yellow,Hazy,1.056,7,75,0,0,0,150,Negative,0,18
9675CC,0,2,6.7,5,Straw,Cloudy,1.023,7,25,0,0,0,0,Pos,0,0
9860CC,0,2,15.1,3.9,Yellow,Hazy,1.028,7,75,50,0,0,250,Pos,0,100
9927CC,0,4,12.8,4.4,Yellow,SLHazy,1.015,6,25,0,0,0,150,Pos,0,12
59CD,0,2,2.9,5.6,Yellow,Hazy,1.041,6,25,0,0,0,250,Negative,2,100
60CD,0,4,14,2.6,Red,Opaque,1.022,5,150,0,0,1,250,Negative,5,100
94CD,0,2,15.3,,Yellow,SLHazy,1.013,5,25,0,0,0,250,Pos,5,18
115CD,0,2,15.3,4.9,Straw,Hazy,1.037,6,0,1000,0,0,0,Floc,0,2
343CD,1,4,11.9,6.8,Yellow,Hazy,1.026,7,25,0,0,0,50,Pos,0,50
538CD,0,2,0,4.6,Yellow,Hazy,1.037,6,150,1000,5,0,25,Pos,0,5
66162EM,0,1,1.9,3.3,Straw,Clear,1.01,6,75,50,0,0,10,Pos,0,0
824CD,0,4,11.9,6.4,Yellow,Hazy,1.018,6,25,0,0,0,0,Pos,1,2
1211CD,1,2,12.4,6.1,Yellow,Hazy,1.029,6,25,0,0,0,0,Negative,5,0
1212CD,0,2,13.4,3.3,Yellow,Cloudy,1.035,5,75,0,0,0,250,Negative,5,100
1351CD,0,4,14.4,3.8,Straw,Clear,1.011,5,0,0,0,0,250,Negative,1,12
66197EM,1,4,14.4,3,Yellow,Cloudy,1.016,7,150,0,0,0,250,Negative,100,100
1568CD,0,4,14.1,3.4,Straw,SLHazy,1.012,7,0,0,0,0,10,Pos,8,8
1640CD,1,2,14.5,5.4,Yellow,Hazy,1.015,7,25,0,0,0,250,Pos,100,100
1723CD,0,4,12.3,3.7,Yellow,Hazy,1.041,6,75,0,0,3,10,Pos,0,5
1753CD,0,2,15.4,2.5,Yellow,Hazy,1.038,6,75,0,0,0,150,Pos,2,24
1919CD,0,4,17.4,4.1,Straw,Clear,1.014,5,25,50,0,0,0,Negative,1,0
1944CD,0,2,10,5.6,Yellow,Hazy,1.034,6,25,0,0,0,0,Pos,0,0
2195CD,1,4,18.4,3.2,Straw,Clear,1.008,7,25,0,0,0,150,Negative,5,18
2235CD,0,4,4.9,,Yellow,SLHazy,1.011,6,75,0,0,0,150,Floc,5,2
2319CD,0,2,8.4,5.5,Red,Opaque,1.012,7,150,50,0,0,250,Negative,2,100
2464CD,1,4,7.1,7.2,Yellow,Hazy,1.015,7,75,0,0,0,250,Pos,50,100
2512CD,1,4,15.4,3.5,Straw,Clear,1.009,6,25,0,0,0,10,Negative,2,2
2512CD,0,4,15.4,3.5,Straw,Clear,1.009,6,25,0,0,0,10,Negative,2,2
2549CD,0,4,11,2.5,Amber,Hazy,1.031,7,75,0,0,6,25,Pos,8,5
2555CD,0,4,5.4,5.6,Yellow,SLHazy,1.011,8,0,0,0,3,25,Pos,1,18
2631CD,0,2,15.4,5.6,Yellow,Hazy,1.039,6,150,0,0,0,0,Pos,0,0
66261EM,0,2,11.4,7.1,Yellow,Clear,1.035,6,75,0,0,0,50,Negative,0,24
3138CD,0,2,10.4,5.9,Straw,Clear,1.042,7,25,0,0,0,50,Negative,0,12
416649M,0,2,4.6,,Yellow,Hazy,1.056,6,0,0,0,0,25,Floc,0,2
66274EM,0,2,3.4,6.5,Red,Cloudy,1.021,7,500,0,0,0,250,Negative,5,100
3249CD,0,4,12.4,3.9,Straw,Clear,1.015,5,75,0,0,0,250,Pos,5,5
66279EM,0,2,3.7,7.3,Brown,Cloudy,1.019,7,150,0,0,1,250,Pos,5,100
66288EM,0,4,18.4,3.2,Red,Cloudy,1.01,7,150,50,0,0,250,Negative,2,100
3601CD,0,4,8.1,6.5,Yellow,Hazy,1.031,5,75,0,0,0,250,Negative,1,100
3627CD,1,4,7.4,2.3,Straw,Hazy,1.008,8,25,0,0,0,250,Pos,5,24
3638CD,0,4,16.9,4.5,Yellow,Cloudy,1.029,6,25,100,0,0,250,Pos,1,100
3729CD,0,2,13.1,4,Yellow,Clear,1.012,6,150,50,0,0,25,Negative,1,1
3737CD,0,2,2,5.3,Yellow,Hazy,1.055,7,25,0,0,0,0,Pos,1,1
3738CD,1,4,15.4,3.3,Yellow,Hazy,1.016,8,25,0,0,0,25,Pos,2,8
3825CD,0,1,18.1,2.2,Straw,SLHazy,1.012,6,0,0,0,0,0,Pos,1,2
66349EM,0,2,2.4,4.5,Yellow,Hazy,1.05,8,25,50,0,0,10,Pos,0,5
4220CD,0,4,0,6,Straw,SLHazy,1.017,7,25,0,0,0,50,Negative,0,24
4330CD,0,2,5.8,4.2,Straw,SLHazy,1.008,6,0,0,0,0,250,Pos,0,12
4598CD,0,2,15.1,4.1,Yellow,SLHazy,1.012,7,0,0,0,0,0,Pos,0,2
4664CD,1,4,14.3,4.3,Yellow,Cloudy,1.02,6,25,0,0,0,250,Pos,100,100
4670CD,0,4,4.2,,Straw,Clear,1.012,6,0,100,0,0,0,Negative,1,2
66380EM,0,2,8.4,8.2,Red,Opaque,1.027,7,150,0,0,0,150,Negative,5,100
4684CD,0,4,15.4,3.3,Red,Clear,1.009,7,75,50,0,0,250,Negative,1,5
4696CD,1,4,14.7,4.8,Straw,SLHazy,1.011,7,0,0,0,0,0,Negative,0,0
4809CD,0,2,9.5,4,Yellow,Cloudy,1.046,6,75,100,0,0,250,Negative,5,100
4913CD,0,2,10.1,3.8,Yellow,Hazy,1.031,6,25,0,0,0,0,Pos,0,0
66390EM,0,1,18.1,2.2,Straw,Clear,1.012,7,0,100,0,0,0,Negative,8,5
66391EM,0,4,5.4,6.8,Yellow,SLHazy,1.019,8,25,1000,0,3,10,Pos,2,2
66394EM,0,4,14.4,2.9,Straw,Clear,1.024,7,25,1000,0,0,0,Negative,5,2
4994CD,1,4,7.8,3.5,Straw,Hazy,1.014,6,25,0,0,0,150,Negative,50,50
5046CD,0,2,13.4,3.7,Yellow,Clear,1.01,6,25,0,0,0,250,Negative,0,24
6041CD,0,2,14.7,,Red,Cloudy,1.014,6,150,0,0,0,250,Pos,3,100
6066CD,0,4,0,2.6,Straw,SLHazy,1.017,6,0,0,0,0,0,Negative,10,0
6092CD,0,1,5.3,4.8,Red,Cloudy,1.017,7,500,0,0,0,250,Pos,20,100
66498EM,0,2,2.5,3.3,Yellow,SLHazy,1.035,7,75,100,0,1,250,Pos,3,18
6813CD,1,4,16.1,2.9,Yellow,Clear,1.014,6,0,0,0,0,10,Negative,10,0
6820CD,0,4,7.2,6.8,Yellow,Hazy,1.026,7,25,0,0,6,10,Pos,3,1
7017CD,0,2,5.5,,Yellow,SLHazy,1.015,5,500,0,0,0,150,Negative,10,12
7045CD,0,4,11.5,5.5,Yellow,SLHazy,1.057,7,25,0,0,0,0,Pos,3,0
7135CD,0,2,15.5,3.3,Straw,Clear,1.012,5,0,0,0,0,0,Negative,3,0
7157CD,0,2,3.7,6.5,Yellow,Hazy,1.046,7,25,0,0,0,50,Floc,3,5
